CustomerID,StockCode,Description,Score
12355,20761,BLUE PAISLEY SKETCHBOOK,0.5133959006689409
12355,16045,POPART WOODEN PENCILS ASST,0.31622776601683794
12355,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,0.31245615533029153
12355,15034,PAPER POCKET TRAVELING FAN ,0.3114959116429894
12355,23298,SPOTTY BUNTING,0.3054069410783362
12355,20699,MOUSEY LONG LEGS SOFT TOY,0.29640926145206337
12355,90198B,VINTAGE ROSE BEAD BRACELET BLACK,0.2875592219713361
12355,22432,WATERING CAN PINK BUNNY,0.2648742031296303
12355,22348,TEA BAG PLATE RED RETROSPOT,0.23679534833262425
12355,21479,WHITE SKULL HOT WATER BOTTLE ,0.2032002032003048
12356,16045,POPART WOODEN PENCILS ASST,0.24096579867074966
12356,15034,PAPER POCKET TRAVELING FAN ,0.2373601220321986
12356,72800B, 4 PURPLE FLOCK DINNER CANDLES,0.21199957600127198
12356,22432,WATERING CAN PINK BUNNY,0.2018343446192238
12356,22811,SET OF 6 T-LIGHTS CACTI ,0.20112045694619726
12356,22348,TEA BAG PLATE RED RETROSPOT,0.18043823586778576
12356,21479,WHITE SKULL HOT WATER BOTTLE ,0.15483870967741936
12356,21989,PACK OF 20 SKULL PAPER NAPKINS,0.15150845567692853
12356,23088,ZINC HEART FLOWER T-LIGHT HOLDER,0.14489876895151454
12356,22435,SET OF 9 HEART SHAPED BALLOONS,0.14377301780636273
12356,21987,PACK OF 6 SKULL PAPER CUPS,0.13785112459214705
12356,22746,POPPY'S PLAYHOUSE LIVINGROOM ,0.13785112459214705
12356,21882,SKULLS TAPE,0.13366377580623387
12356,22079,RIBBON REEL HEARTS DESIGN ,0.1286180282377182
12356,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,0.12472961248890953
12360,22908,PACK OF 20 NAPKINS RED APPLES,0.9982927984923443
12360,22385,JUMBO BAG SPACEBOY DESIGN,0.9964725660878972
12360,84997C,CHILDRENS CUTLERY POLKADOT BLUE,0.9962925907480487
12360,23144,ZINC T-LIGHT HOLDER STARS SMALL,0.9904781486965499
12360,21424,WOODLAND STORAGE BOX LARGE ,0.9877147260188945
12360,84915,HAND TOWEL PINK FLOWER AND DAISY,0.9877147260188945
12360,23360,SET 8 CANDLES VINTAGE DOILEY,0.9877147260188945
12360,21238,RED RETROSPOT CUP,0.9860893014723482
12360,21218,RED SPOTTY BISCUIT TIN,0.9860231840371915
12360,21154,RED RETROSPOT OVEN GLOVE ,0.9853036819179832
12360,21212,PACK OF 72 RETROSPOT CAKE CASES,0.9841525501618561
12360,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,0.981530416728815
12360,21124,SET/10 BLUE POLKADOT PARTY CANDLES,0.9813989285425021
12360,21918,SET 12 KIDS COLOUR  CHALK STICKS,0.9810094810017705
12360,21209,MULTICOLOUR HONEYCOMB FAN,0.9800874711328508
12364,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,0.6073066941093607
12364,22825,DECORATIVE PLANT POT WITH FRIEZE,0.6060915267313264
12364,22845,VINTAGE CREAM CAT FOOD CONTAINER,0.6028535620482447
12364,22057,CERAMIC PLATE STRAWBERRY DESIGN,0.5855407790761272
12364,22644,CERAMIC CHERRY CAKE MONEY BANK,0.5506132173158869
12364,72802C,VANILLA SCENT CANDLE JEWELLED BOX,0.5421776003876223
12364,22902,TOTE BAG I LOVE LONDON,0.5104261575144527
12364,22698,PINK REGENCY TEACUP AND SAUCER,0.49643123641554265
12364,22569,FELTCRAFT CUSHION BUTTERFLY,0.48786377703557027
12364,23134,LARGE ZINC HEART WALL ORGANISER,0.4848732213850611
12364,48184,DOORMAT ENGLISH ROSE ,0.4693502575399292
12364,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.4518281900681985
12364,23163,REGENCY SUGAR TONGS,0.39556782482589314
12364,22154,ANGEL DECORATION 3 BUTTONS ,0.3413756165505331
12364,22603,CHRISTMAS RETROSPOT TREE WOOD,0.3275097449128848
12365,22187,GREEN CHRISTMAS TREE CARD HOLDER,0.9622504486493763
12365,79190D,RETRO PLASTIC DAISY TRAY,0.8833315666719667
12365,20966,SANDWICH BATH SPONGE,0.8604478807359626
12365,22667,RECIPE BOX RETROSPOT ,0.843149140979014
12365,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,0.6227683106058381
12365,84050,PINK HEART SHAPE EGG FRYING PAN,0.6052506272267513
12365,82583,HOT BATHS METAL SIGN,0.4791683378761166
12365,82582,AREA PATROLLED METAL SIGN,0.3970797147161704
12365,21169,YOU'RE CONFUSING ME METAL SIGN ,0.36419361490880986
12365,22028,PENNY FARTHING BIRTHDAY CARD,0.3207501495497921
12365,22713,CARD I LOVE LONDON ,0.2695094905572428
12365,79321,CHILLI LIGHTS,0.23695202259092635
12365,37448,CERAMIC CAKE DESIGN SPOTTED MUG,0.22680460581325723
12365,21907,I'M ON HOLIDAY METAL SIGN,0.20143530420781353
12365,82600,NO SINGING METAL SIGN,0.1741370309750888
12370,22570,FELTCRAFT CUSHION RABBIT,0.6603400841053644
12370,21126,SET OF 6 GIRLS CELEBRATION CANDLES,0.5720775535473553
12370,23005,TRAVEL CARD WALLET I LOVE LONDON,0.5385294662448713
12370,22562,MONSTERS STENCIL CRAFT,0.5328219527166871
12370,20972,PINK CREAM FELT CRAFT TRINKET BOX ,0.5224029310419833
12370,22568,FELTCRAFT CUSHION OWL,0.4836974885780951
12370,22149,FELTCRAFT 6 FLOWER FRIENDS,0.4349390083066433
12370,23066,SMALL DECO JEWELLERY STAND,0.2558408596267325
12370,22946,WOODEN ADVENT CALENDAR CREAM,0.2220699630592816
12370,22438,BALLOON ART MAKE YOUR OWN FLOWERS,0.22096787207254365
12370,22821,GIFT BAG PSYCHEDELIC APPLES,0.21904846222730398
12370,22534,MAGIC DRAWING SLATE SPACEBOY ,0.21542504383165328
12370,22779,WOODEN OWLS LIGHT GARLAND ,0.19694638556693236
12370,21232,STRAWBERRY CERAMIC TRINKET BOX,0.1918993858095818
12370,22991,GIRAFFE WOODEN RULER,0.19069251784911845
12372,84569D,PACK 6 HEART/ICE-CREAM PATCHES,0.8843513968301042
12372,84569A,PACK 3 IRON ON DOG PATCHES,0.8843513968301042
12372,21289,LARGE STRIPES CHOCOLATE GIFT BAG,0.8843513968301042
12372,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.8843513968301042
12372,22305,COFFEE MUG PINK PAISLEY DESIGN,0.8840009429466051
12372,22483,RED GINGHAM TEDDY BEAR ,0.8827352095957058
12372,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,0.8822037522859475
12372,22935,BAKING MOULD ROSE MILK CHOCOLATE,0.8812759751470137
12372,21539,RED RETROSPOT BUTTER DISH,0.8792403651626994
12372,23124,18PC WOODEN CUTLERY SET DISPOSABLE,0.8754632175105069
12372,23166,MEDIUM CERAMIC TOP STORAGE JAR,0.8705031053414307
12372,22842,BISCUIT TIN VINTAGE RED,0.8551567966003438
12372,22604,SET OF 4 NAPKIN CHARMS CUTLERY,0.8428552871850747
12372,21165,BEWARE OF THE CAT METAL SIGN ,0.8359846947576844
12372,22940,FELTCRAFT CHRISTMAS FAIRY,0.8228066324415287
12375,21306,SET/4 DAISY MIRROR MAGNETS,0.448746226159736
12375,23256,CHILDRENS CUTLERY SPACEBOY ,0.3116224382609467
12375,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,0.2827564030968972
12375,23199,JUMBO BAG APPLES,0.2791214245194298
12375,23177,TREASURE ISLAND BOOK BOX,0.27088312179427265
12375,47566,PARTY BUNTING,0.25903350192083935
12375,20725,LUNCH BAG RED RETROSPOT,0.2519176055366457
12375,20727,LUNCH BAG  BLACK SKULL.,0.23883686417079286
12375,22356,CHARLOTTE BAG PINK POLKADOT,0.23788331127866233
12375,21680,WOODLAND  STICKERS,0.22346717438466365
12375,21202,DOLLY HONEYCOMB GARLAND,0.22346717438466365
12375,21062,PARTY INVITES SPACEMAN,0.22346717438466365
12375,20728,LUNCH BAG CARS BLUE,0.20300639501557866
12375,20726,LUNCH BAG WOODLAND,0.19031976001773288
12375,22362,GLASS JAR PEACOCK BATH SALTS,0.1783777838953376
12379,22035,VINTAGE CARAVAN GREETING CARD ,0.4601789933084222
12379,17021,NAMASTE SWAGAT INCENSE,0.40709814572871056
12379,23337,EGG FRYING PAN MINT ,0.37962830118264823
12379,20830,SILVER PHOTO FRAME,0.30678599553894814
12379,22976,CIRCUS PARADE CHILDRENS EGG CUP ,0.3058434864128416
12379,22514,CHILDS GARDEN SPADE BLUE,0.2943314730754778
12379,21705,BAG 500g SWIRLY MARBLES,0.2831870728051829
12379,23550,WRAP ALPHABET POSTER  ,0.2656844656620285
12379,23128,FELTCRAFT BOY JEAN-PAUL KIT,0.2504897164340598
12379,23120,PACK OF 6 SMALL FRUIT STRAWS,0.2300894966542111
12379,15030,FAN BLACK FRAME ,0.2300894966542111
12379,21662,VINTAGE GLASS COFFEE CADDY,0.2300894966542111
12379,21720,CAKE SHOP  STICKER SHEET,0.2300894966542111
12379,35968,FOLK ART METAL HEART T-LIGHT HOLDER,0.2300894966542111
12379,21351,CINAMMON & ORANGE WREATH,0.2300894966542111
12380,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,0.7224476754101508
12380,85130A,BEADED PEARL HEART WHITE LARGE,0.7224476754101508
12380,22048,BIRTHDAY BANQUET GIFT WRAP,0.7224476754101508
12380,84949,SILVER HANGING T-LIGHT HOLDER,0.7173671901490326
12380,23356,LOVE HOT WATER BOTTLE,0.7114172921663078
12380,21445,12 PINK ROSE PEG PLACE SETTINGS,0.6853740433770289
12380,22921,HERB MARKER CHIVES ,0.6706477488553138
12380,22518,CHILDS GARDEN BRUSH BLUE,0.6635361951861685
12380,84884A,ANT WHITE WIRE HEART SPIRAL,0.6591201557620364
12380,22835,HOT WATER BOTTLE I AM SO POORLY,0.6586444284133295
12380,22478,BIRDHOUSE GARDEN MARKER ,0.5985969784663511
12380,23014,GLASS APOTHECARY BOTTLE ELIXIR,0.5954149207065464
12380,23177,TREASURE ISLAND BOOK BOX,0.5934159909543631
12380,21873,IF YOU CAN'T STAND THE HEAT MUG,0.5604590055784976
12380,22892,SET OF SALT AND PEPPER TOADSTOOLS,0.5589078167350111
12381,21845,DAIRY MAID STRIPE MUG,0.6762426810888099
12381,22966,GINGERBREAD MAN COOKIE CUTTER,0.6524376102491054
12381,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.6099942813304187
12381,84913A,SOFT PINK ROSE TOWEL ,0.6099942813304187
12381,20803,SMALL PINK GLASS SUNDAE DISH,0.6099942813304187
12381,85194S,HANGING SPRING FLOWER EGG SMALL,0.6099942813304187
12381,21459,YELLOW EASTER EGG HUNT START POST,0.6099942813304187
12381,21470,FLOWER VINE RAFFIA FOOD COVER,0.6078872136134624
12381,21439,BASKET OF TOADSTOOLS,0.6078872136134624
12381,21098,CHRISTMAS TOILET ROLL,0.6058018310913887
12381,22572,ROCKING HORSE GREEN CHRISTMAS ,0.599672143919941
12381,23012,GLASS APOTHECARY BOTTLE PERFUME,0.5961812992852878
12381,85054,FRENCH ENAMEL POT W LID,0.5754202684070557
12381,C2,CARRIAGE,0.5751081237516716
12381,22119,PEACE WOODEN BLOCK LETTERS,0.5715906098754491
12384,23174,REGENCY SUGAR BOWL GREEN,0.8267816910853821
12384,21877,HOME SWEET HOME MUG,0.8232238317087383
12384,23293,SET OF 12 FAIRY CAKE BAKING CASES,0.6122173229986263
12384,22563,HAPPY STENCIL CRAFT,0.3044107068992607
12384,22609,PENS ASSORTED SPACEBALL,0.3023310903474256
12384,22784,LANTERN CREAM GAZEBO ,0.2965718754628359
12384,16259,PIECE OF CAMO STATIONERY SET,0.2949163439856349
12384,23166,MEDIUM CERAMIC TOP STORAGE JAR,0.25567719385844734
12384,16048,TEATIME ROUND PENCIL SHARPENER ,0.2408147782969342
12384,21530,DAIRY MAID TOASTRACK,0.2354706875315544
12384,22183,CAKE STAND VICTORIAN FILIGREE MED,0.22183209116074504
12384,22545,MINI JIGSAW BUNNIES,0.22183209116074504
12384,22980,PANTRY SCRUBBING BRUSH,0.22160249317540415
12384,22316,200 BENDY SKULL STRAWS,0.2213970993874918
12384,23346,SPACEBOY BEAKER,0.2213456651786482
12388,82482,WOODEN PICTURE FRAME WHITE FINISH,0.34929531770194605
12388,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,0.07387728503667781
12388,21877,HOME SWEET HOME MUG,0.0464186667380147
12388,21169,YOU'RE CONFUSING ME METAL SIGN ,0.02796115661460197
12388,22589,CARDHOLDER GINGHAM STAR,0.024625761678892605
12388,84846A,SCENTED CANDLE IN DIGITALIS TIN,0.024625761678892605
12388,20681,PINK POLKADOT CHILDRENS UMBRELLA,0.024625761678892605
12388,20982,12 PENCILS TALL TUBE SKULLS,0.023812805120961438
12388,22475,SKULL DESIGN TV DINNER TRAY,0.021326535201462327
12388,35004C,SET OF 3 COLOURED  FLYING DUCKS,0.01741304307502878
12388,21562,HAWAIIAN GRASS SKIRT ,0.017413043075028778
12388,84030E,ENGLISH ROSE HOT WATER BOTTLE,0.01641717445259507
12388,21874,GIN AND TONIC MUG,0.013463176401481114
12388,22516,CHILDS GARDEN RAKE BLUE,0.01250183634207902
12388,22893,MINI CAKE STAND T-LIGHT HOLDER,0.007744443768213242
12393,90120D,WHITE MURANO TWIST BRACELET,0.7200230411059789
12393,22601,CHRISTMAS RETROSPOT ANGEL WOOD,0.7060406801607321
12393,20973,12 PENCIL SMALL TUBE WOODLAND,0.33867035024270753
12393,21383,PACK OF 12 STICKY BUNNIES,0.32762182780540633
12393,22117,METAL SIGN HER DINNER IS SERVED ,0.31891842481992855
12393,21239,PINK  POLKADOT CUP,0.3169724695585455
12393,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.276931938886915
12393,23054,RECYCLED ACAPULCO MAT LAVENDER,0.2654604514126451
12393,22865,HAND WARMER OWL DESIGN,0.2639732543177327
12393,21680,WOODLAND  STICKERS,0.22775688540033703
12393,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,0.21440064055595706
12393,21244,BLUE POLKADOT PLATE ,0.19243425217154453
12393,21829,DINOSAUR KEYRINGS ASSORTED,0.17935774875037452
12393,22747,POPPY'S PLAYHOUSE BATHROOM,0.17500537014947787
12393,21398,RED POLKADOT COFFEE  MUG,0.1746312383151999
12394,21289,LARGE STRIPES CHOCOLATE GIFT BAG,0.8843513968301042
12394,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.8843513968301042
12394,84569D,PACK 6 HEART/ICE-CREAM PATCHES,0.8843513968301042
12394,84569A,PACK 3 IRON ON DOG PATCHES,0.8843513968301042
12394,22305,COFFEE MUG PINK PAISLEY DESIGN,0.8840009429466051
12394,22483,RED GINGHAM TEDDY BEAR ,0.8827352095957058
12394,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,0.8822037522859475
12394,22935,BAKING MOULD ROSE MILK CHOCOLATE,0.8812759751470137
12394,21539,RED RETROSPOT BUTTER DISH,0.8792403651626994
12394,23124,18PC WOODEN CUTLERY SET DISPOSABLE,0.8754632175105069
12394,23166,MEDIUM CERAMIC TOP STORAGE JAR,0.8705031053414307
12394,22842,BISCUIT TIN VINTAGE RED,0.8551567966003438
12394,22604,SET OF 4 NAPKIN CHARMS CUTLERY,0.8417586473841923
12394,21165,BEWARE OF THE CAT METAL SIGN ,0.8359846947576844
12394,22940,FELTCRAFT CHRISTMAS FAIRY,0.8211979879093805
12395,21746,SMALL RED RETROSPOT WINDMILL,0.7095643955966917
12395,22725,ALARM CLOCK BAKELIKE CHOCOLATE,0.6663616476301467
12395,22726,ALARM CLOCK BAKELIKE GREEN,0.6658197736956931
12395,22060,LARGE CAKE STAND HANGING HEARTS,0.6634888026970371
12395,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,0.5468231766726329
12395,47559B,TEA TIME OVEN GLOVE,0.4876008002980444
12395,23003,TRAVEL CARD WALLET VINTAGE ROSE ,0.4792479931532305
12395,21484,CHICK GREY HOT WATER BOTTLE,0.4691574316284182
12395,22096,PINK PAISLEY SQUARE TISSUE BOX ,0.41962716370814124
12395,22116,METAL SIGN HIS DINNER IS SERVED,0.4095141796739611
12395,20832,RED FLOCK LOVE HEART PHOTO FRAME,0.3937061454759213
12395,22207,FRYING PAN UNION FLAG,0.3201280768512359
12395,23244,ROUND STORAGE TIN VINTAGE LEAF,0.30370015974579884
12395,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,0.280536929492489
12395,82600,NO SINGING METAL SIGN,0.2801646883938726
12397,22545,MINI JIGSAW BUNNIES,0.9978072334820828
12397,22980,PANTRY SCRUBBING BRUSH,0.9938371307133701
12397,22919,HERB MARKER MINT,0.9828705253281969
12397,23119,PACK OF 6 LARGE FRUIT STRAWS ,0.9809226434319807
12397,22715,CARD WEDDING DAY,0.9776474334756885
12397,21240,BLUE POLKADOT CUP,0.9775965183162406
12397,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",0.9708430162323448
12397,22557,PLASTERS IN TIN VINTAGE PAISLEY ,0.9660932171249793
12397,23294,SET OF 6 SNACK LOAF BAKING CASES,0.9458615069215134
12397,21058,PARTY INVITES WOODLAND,0.9141484157730713
12397,21210,SET OF 72 RETROSPOT PAPER  DOILIES,0.8852243298468327
12397,23231,WRAP DOILEY DESIGN,0.8784703896997756
12397,22029,SPACEBOY BIRTHDAY CARD,0.8641264122753544
12397,22846,BREAD BIN DINER STYLE RED ,0.8632837729600964
12397,22970,LONDON BUS COFFEE MUG,0.8419448191556508
12402,22917,HERB MARKER ROSEMARY,1.0467031146644
12402,21558,SKULL LUNCH BOX WITH CUTLERY ,0.5692896849660236
12402,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.485575754014915
12402,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.31360211470218846
12402,16045,POPART WOODEN PENCILS ASST,0.23284515771189984
12402,15034,PAPER POCKET TRAVELING FAN ,0.22936099377580246
12402,22150,3 STRIPEY MICE FELTCRAFT,0.2226098826387258
12402,22492,MINI PAINT SET VINTAGE ,0.19784184181571185
12402,22432,WATERING CAN PINK BUNNY,0.19503244885285823
12402,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,0.18976322832200787
12402,85130C,BEADED CRYSTAL HEART BLUE  LARGE,0.18976322832200787
12402,85230E,STRAWBRY SCENTED VOTIVE CANDLE,0.18976322832200787
12402,22783,SET 3 WICKER OVAL BASKETS W LIDS,0.18976322832200787
12402,22503,CABIN BAG VINTAGE PAISLEY,0.18976322832200787
12402,16216,LETTER SHAPE PENCIL SHARPENER,0.18976322832200787
12406,21058,PARTY INVITES WOODLAND,1.1676883523205335
12406,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1.1655111018287472
12406,22545,MINI JIGSAW BUNNIES,1.1361726766782694
12406,23346,SPACEBOY BEAKER,1.133681315274277
12406,22980,PANTRY SCRUBBING BRUSH,1.1316520416918152
12406,22919,HERB MARKER MINT,1.1191647024779425
12406,23119,PACK OF 6 LARGE FRUIT STRAWS ,1.116946708747677
12406,22715,CARD WEDDING DAY,1.1132173270215717
12406,21240,BLUE POLKADOT CUP,1.1131593514817555
12406,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1.1001975486574609
12406,23294,SET OF 6 SNACK LOAF BAKING CASES,1.0988859011915348
12406,22029,SPACEBOY BIRTHDAY CARD,1.0244422268933746
12406,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1.0094805546050796
12406,23231,WRAP DOILEY DESIGN,0.9979866767131342
12406,22970,LONDON BUS COFFEE MUG,0.9606024098611643
12407,20754,RETROSPOT RED WASHING UP GLOVES,0.9111076985835166
12407,21426,WOODLAND STORAGE BOX SMALL,0.9024001925120616
12407,21916,SET 12 RETRO WHITE CHALK STICKS,0.8997895737403173
12407,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,0.8914406273096771
12407,21879,HEARTS GIFT TAPE,0.8806524137012913
12407,22400,MAGNETS PACK OF 4 HOME SWEET HOME,0.8678886600893225
12407,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.8577689600615959
12407,84926A,WAKE UP COCKEREL TILE COASTER,0.8557948913606275
12407,21903,MAN FLU METAL SIGN,0.8335296432154695
12407,20718,RED RETROSPOT SHOPPER BAG,0.8132496423865182
12407,22089,PAPER BUNTING VINTAGE PAISLEY,0.8045208118304341
12407,23201,JUMBO BAG ALPHABET,0.7972041106529452
12407,21162,TOXIC AREA  DOOR HANGER ,0.7870290810168151
12407,84819,DANISH ROSE ROUND SEWING BOX,0.7847653611754384
12407,23200,JUMBO BAG PEARS,0.7313300141973481
12408,22604,SET OF 4 NAPKIN CHARMS CUTLERY,0.5093562679356631
12408,C2,CARRIAGE,0.4804999801042982
12408,22966,GINGERBREAD MAN COOKIE CUTTER,0.4309413355188651
12408,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,0.41664779754390796
12408,84569D,PACK 6 HEART/ICE-CREAM PATCHES,0.40771775315010045
12408,84913A,SOFT PINK ROSE TOWEL ,0.40771775315010045
12408,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.40771775315010045
12408,21459,YELLOW EASTER EGG HUNT START POST,0.40771775315010045
12408,21289,LARGE STRIPES CHOCOLATE GIFT BAG,0.40771775315010045
12408,23439,HAND WARMER RED LOVE HEART,0.40771775315010045
12408,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,0.40771775315010045
12408,85194S,HANGING SPRING FLOWER EGG SMALL,0.40771775315010045
12408,20803,SMALL PINK GLASS SUNDAE DISH,0.40771775315010045
12408,84569A,PACK 3 IRON ON DOG PATCHES,0.40771775315010045
12408,22305,COFFEE MUG PINK PAISLEY DESIGN,0.40755618132415533
12410,22679,FRENCH BLUE METAL DOOR SIGN 4,0.5728918992315464
12410,20654,FIRST CLASS LUGGAGE TAG ,0.3202563076101743
12410,22396,MAGNETS PACK OF 4 RETRO PHOTO,0.27954262312584494
12410,23065,LARGE DECO JEWELLERY STAND,0.26148818018424547
12410,22763,KEY CABINET MA CAMPAGNE,0.17764623667373103
12410,22153,ANGEL DECORATION STARS ON DRESS,0.16012815380508716
12410,23066,SMALL DECO JEWELLERY STAND,0.1432229748078866
12410,22479,DAISY GARDEN MARKER,0.12276254983533136
12410,23028,DRAWER KNOB CRACKLE GLAZE BLUE,0.12104550653376049
12410,22765,NEWSPAPER STAND,0.10675210253672476
12410,82011B,BATHROOM SCALES RUBBER DUCKS,0.10675210253672476
12410,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,0.09245003270420488
12410,22691,DOORMAT WELCOME SUNRISE,0.09202497283106868
12410,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,0.07709314121389571
12410,21246,RED RETROSPOT BIG BOWL,0.07548513560963971
12413,72812,LARGE ZINC GLASS CANDLEHOLDER,0.5576203897279107
12413,21051,RIBBONS PURSE ,0.5576203897279107
12413,23154,SET OF 4 JAM JAR MAGNETS,0.5514698017222107
12413,22834,HAND WARMER BABUSHKA DESIGN,0.4432167460782339
