CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,CustomerLifetime,PurchaseCount,AvgBasketSize,AvgQuantityPerOrder,MeanGapDays,PurchaseConsistency,ActiveMonths,PurchaseVelocity,AvgSpendPerMonth,RepeatPurchaseRatio,Churn,PredictedChurn
12413,246,1,32.7,16.35,10,2,0,2,10.0,5.0,0.0,0.0,1,1.0,32.7,2.0,1,1
12414,126,1,39.6,39.6,8,1,0,1,8.0,8.0,0.0,0.0,1,1.0,39.6,1.0,1,1
12418,22,1,25.2,12.6,16,2,0,2,16.0,8.0,0.0,0.0,1,1.0,25.2,2.0,1,1
12422,5,2,33.0,16.5,20,2,229,2,10.0,10.0,229.0,0.0,2,0.26200873362445415,4.323144104803493,1.0,1,1
12424,72,1,16.5,16.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,16.5,1.0,1,1
12426,104,1,19.799999999999997,19.799999999999997,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,19.799999999999997,1.0,1,1
12427,281,1,17.700000000000003,17.700000000000003,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,17.700000000000003,1.0,0,1
12429,275,1,25.5,25.5,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,25.5,1.0,0,1
12432,81,2,55.86,18.62,26,3,0,3,13.0,8.666666666666666,0.0,0.0,1,2.0,55.86,1.5,0,1
12434,169,1,22.95,11.475,15,2,0,2,15.0,7.5,0.0,0.0,1,1.0,22.95,2.0,0,1
12437,177,2,29.12,14.56,32,2,41,2,16.0,16.0,41.0,0.0,2,1.4634146341463414,21.307317073170733,1.0,0,1
12438,49,1,160.8,53.6,27,3,0,3,27.0,9.0,0.0,0.0,1,1.0,160.8,3.0,0,1
12447,152,1,19.5,19.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,19.5,1.0,1,1
12450,82,1,24.96,24.96,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,24.96,1.0,1,1
12455,99,2,68.8,34.4,49,2,107,2,24.5,24.5,107.0,0.0,2,0.5607476635514018,19.28971962616822,1.0,0,1
12456,40,2,105.9,35.300000000000004,46,3,123,3,23.0,15.333333333333334,61.5,86.97413408594535,2,0.48780487804878053,25.82926829268293,1.5,0,1
12457,148,1,59.599999999999994,29.799999999999997,16,2,0,2,16.0,8.0,0.0,0.0,1,1.0,59.599999999999994,2.0,0,1
12461,64,1,4.68,4.68,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,4.68,1.0,1,1
12462,212,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,0,1
12465,78,1,19.799999999999997,19.799999999999997,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,19.799999999999997,1.0,0,1
12468,97,1,8.5,8.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,8.5,1.0,1,1
12483,135,1,34.0,34.0,8,1,0,1,8.0,8.0,0.0,0.0,1,1.0,34.0,1.0,0,1
12489,245,1,29.700000000000003,29.700000000000003,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,29.700000000000003,1.0,1,1
12492,14,1,5.04,5.04,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,5.04,1.0,1,1
12494,205,1,31.9,15.95,10,2,0,2,10.0,5.0,0.0,0.0,1,1.0,31.9,2.0,0,1
12506,142,1,1.25,1.25,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,1.25,1.0,1,1
12507,208,1,90.0,90.0,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,90.0,1.0,1,1
12510,234,1,12.5,12.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,12.5,1.0,1,1
12513,22,1,42.3,21.15,18,2,0,2,18.0,9.0,0.0,0.0,1,1.0,42.3,2.0,1,1
12515,262,1,76.45,19.1125,31,4,0,4,31.0,7.75,0.0,0.0,1,1.0,76.45,4.0,1,1
12516,90,1,32.0,16.0,32,2,0,2,32.0,16.0,0.0,0.0,1,1.0,32.0,2.0,0,1
12526,3,1,36.0,36.0,2,1,0,1,2.0,2.0,0.0,0.0,1,1.0,36.0,1.0,0,1
12545,169,1,27.599999999999998,13.799999999999999,24,2,0,2,24.0,12.0,0.0,0.0,1,1.0,27.599999999999998,2.0,0,1
12547,190,1,20.4,20.4,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,20.4,1.0,1,1
12551,267,1,12.5,12.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,12.5,1.0,1,1
12556,60,1,12.4,4.133333333333334,4,3,0,3,4.0,1.3333333333333333,0.0,0.0,1,1.0,12.4,3.0,0,1
12557,67,2,903.1600000000001,301.05333333333334,316,2,174,3,158.0,105.33333333333333,87.0,123.03657992645927,2,0.3448275862068966,155.71724137931037,1.5,1,1
12560,52,1,53.04,13.26,52,4,0,4,52.0,13.0,0.0,0.0,1,1.0,53.04,4.0,0,1
12561,212,1,27.900000000000002,13.950000000000001,18,2,0,2,18.0,9.0,0.0,0.0,1,1.0,27.900000000000002,2.0,1,1
12564,170,1,73.5,24.5,10,3,0,3,10.0,3.3333333333333335,0.0,0.0,1,1.0,73.5,3.0,1,1
12565,198,1,17.700000000000003,17.700000000000003,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,17.700000000000003,1.0,1,1
12571,31,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,0,1
12574,225,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,1,1
12577,268,1,16.1,5.366666666666667,18,3,0,3,18.0,6.0,0.0,0.0,1,1.0,16.1,3.0,0,1
12578,239,1,69.9,23.3,30,3,0,3,30.0,10.0,0.0,0.0,1,1.0,69.9,3.0,0,1
12590,120,1,325.8,162.9,108,2,0,2,108.0,54.0,0.0,0.0,1,1.0,325.8,2.0,1,1
12591,226,1,17.700000000000003,17.700000000000003,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,17.700000000000003,1.0,1,1
12596,151,1,10.2,10.2,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,10.2,1.0,1,1
12599,213,1,20.4,20.4,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,20.4,1.0,0,1
12600,113,2,114.36000000000001,38.120000000000005,25,3,153,3,12.5,8.333333333333334,76.5,108.18733752154178,2,0.3921568627450981,22.42352941176471,1.5,1,1
12601,113,2,63.31999999999999,21.106666666666666,36,3,128,3,18.0,12.0,64.0,90.50966799187809,2,0.46875,14.840625,1.5,1,1
12613,107,1,30.599999999999998,15.299999999999999,12,2,0,2,12.0,6.0,0.0,0.0,1,1.0,30.599999999999998,2.0,0,1
12614,187,1,17.0,17.0,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,17.0,1.0,1,1
12615,77,1,46.31999999999999,15.439999999999998,72,3,0,3,72.0,24.0,0.0,0.0,1,1.0,46.31999999999999,3.0,0,1
12619,25,2,59.25,29.625,51,2,137,2,25.5,25.5,137.0,0.0,2,0.43795620437956206,12.974452554744527,1.0,0,1
12620,114,1,19.799999999999997,19.799999999999997,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,19.799999999999997,1.0,0,1
12622,141,1,25.5,25.5,2,1,0,1,2.0,2.0,0.0,0.0,1,1.0,25.5,1.0,1,1
12624,87,1,20.4,10.2,24,2,0,2,24.0,12.0,0.0,0.0,1,1.0,20.4,2.0,1,1
12635,64,1,39.96,13.32,36,3,0,3,36.0,12.0,0.0,0.0,1,1.0,39.96,3.0,0,1
12641,24,1,19.799999999999997,19.799999999999997,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,19.799999999999997,1.0,1,1
12642,17,1,40.2,20.1,36,2,0,2,36.0,18.0,0.0,0.0,1,1.0,40.2,2.0,1,1
12643,130,1,102.0,102.0,40,1,0,1,40.0,40.0,0.0,0.0,1,1.0,102.0,1.0,1,1
12644,39,1,9.959999999999999,9.959999999999999,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,9.959999999999999,1.0,1,1
12647,109,2,32.0,16.0,14,2,167,2,7.0,7.0,167.0,0.0,2,0.3592814371257485,5.748502994011976,1.0,1,1
12649,16,2,37.5,18.75,18,2,105,2,9.0,9.0,105.0,0.0,2,0.5714285714285714,10.714285714285714,1.0,1,1
12651,244,1,7.800000000000001,7.800000000000001,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,7.800000000000001,1.0,1,1
12652,240,1,40.83,13.61,29,3,0,3,29.0,9.666666666666666,0.0,0.0,1,1.0,40.83,3.0,1,1
12664,53,1,6.6000000000000005,6.6000000000000005,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,6.6000000000000005,1.0,0,1
12669,166,1,144.6,48.199999999999996,42,3,0,3,42.0,14.0,0.0,0.0,1,1.0,144.6,3.0,1,1
12673,236,1,68.4,17.1,36,4,0,4,36.0,9.0,0.0,0.0,1,1.0,68.4,4.0,0,1
12676,170,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,0,1
12678,10,2,198.95999999999998,99.47999999999999,168,2,152,2,84.0,84.0,152.0,0.0,2,0.39473684210526316,39.268421052631574,1.0,0,1
12679,193,1,6.8,6.8,8,1,0,1,8.0,8.0,0.0,0.0,1,1.0,6.8,1.0,0,1
12680,22,1,27.6,13.8,10,2,0,2,10.0,5.0,0.0,0.0,1,1.0,27.6,2.0,0,1
12685,2,1,44.85,22.425,27,2,0,2,27.0,13.5,0.0,0.0,1,1.0,44.85,2.0,0,1
12689,37,1,10.0,10.0,8,1,0,1,8.0,8.0,0.0,0.0,1,1.0,10.0,1.0,0,1
12693,173,2,50.550000000000004,16.85,21,3,55,3,10.5,7.0,27.5,38.890872965260115,2,1.090909090909091,27.572727272727278,1.5,1,1
12697,40,1,19.799999999999997,19.799999999999997,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,19.799999999999997,1.0,1,1
12701,151,1,4.68,4.68,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,4.68,1.0,0,1
12707,201,1,52.8,13.2,36,4,0,4,36.0,9.0,0.0,0.0,1,1.0,52.8,4.0,1,1
12715,15,1,31.3,15.65,15,2,0,2,15.0,7.5,0.0,0.0,1,1.0,31.3,2.0,1,1
12716,42,1,47.7,23.85,30,2,0,2,30.0,15.0,0.0,0.0,1,1.0,47.7,2.0,1,1
12724,82,2,43.0,14.333333333333334,21,3,158,3,10.5,7.0,79.0,111.72287142747452,2,0.379746835443038,8.164556962025317,1.5,0,1
12725,280,1,17.0,17.0,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,17.0,1.0,1,1
12727,191,2,58.2,29.1,36,2,15,2,18.0,18.0,15.0,0.0,2,2.0,58.2,1.0,0,1
12728,193,2,50.400000000000006,16.8,20,3,48,3,10.0,6.666666666666667,24.0,33.94112549695428,2,1.25,31.500000000000004,1.5,1,1
12729,23,1,20.0,20.0,16,1,0,1,16.0,16.0,0.0,0.0,1,1.0,20.0,1.0,1,1
12733,143,1,4.35,4.35,3,1,0,1,3.0,3.0,0.0,0.0,1,1.0,4.35,1.0,1,1
12735,224,2,37.3,18.65,14,2,21,2,7.0,7.0,21.0,0.0,1,2.0,37.3,1.0,1,1
12738,281,1,13.200000000000001,13.200000000000001,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,13.200000000000001,1.0,1,1
12750,38,1,17.4,17.4,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,17.4,1.0,1,1
12754,186,1,2.67,1.335,2,2,0,2,2.0,1.0,0.0,0.0,1,1.0,2.67,2.0,1,1
12759,185,1,22.8,11.4,10,2,0,2,10.0,5.0,0.0,0.0,1,1.0,22.8,2.0,0,1
12763,278,1,20.28,20.28,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,20.28,1.0,1,1
12764,226,1,54.9,27.45,14,2,0,2,14.0,7.0,0.0,0.0,1,1.0,54.9,2.0,1,1
12778,168,1,15.0,15.0,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,15.0,1.0,0,1
12785,273,1,16.5,16.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,16.5,1.0,1,1
12790,101,1,34.980000000000004,17.490000000000002,30,2,0,2,30.0,15.0,0.0,0.0,1,1.0,34.980000000000004,2.0,1,1
12792,166,1,29.95,14.975,5,2,0,2,5.0,2.5,0.0,0.0,1,1.0,29.95,2.0,1,1
12793,280,1,23.099999999999998,23.099999999999998,14,1,0,1,14.0,14.0,0.0,0.0,1,1.0,23.099999999999998,1.0,1,1
12794,8,1,45.0,22.5,28,2,0,2,28.0,14.0,0.0,0.0,1,1.0,45.0,2.0,0,1
12797,275,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,1,1
12802,96,1,33.5,16.75,14,2,0,2,14.0,7.0,0.0,0.0,1,1.0,33.5,2.0,1,1
12808,278,1,19.5,19.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,19.5,1.0,0,1
12815,107,1,25.5,25.5,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,25.5,1.0,1,1
12817,190,1,99.4,49.7,13,2,0,2,13.0,6.5,0.0,0.0,1,1.0,99.4,2.0,1,1
12818,171,1,206.8,68.93333333333334,40,3,0,3,40.0,13.333333333333334,0.0,0.0,1,1.0,206.8,3.0,1,1
12820,236,1,13.200000000000001,13.200000000000001,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,13.200000000000001,1.0,0,1
12826,88,3,43.5,14.5,45,3,145,3,15.0,15.0,72.0,91.92388155425118,2,0.6206896551724138,9.0,1.0,0,1
12828,8,1,19.8,19.8,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,19.8,1.0,0,1
12830,43,2,393.03999999999996,196.51999999999998,388,2,22,2,194.0,194.0,22.0,0.0,1,2.0,393.03999999999996,1.0,1,1
12831,171,1,16.5,16.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,16.5,1.0,1,1
12832,7,1,47.0,15.666666666666666,28,3,0,3,28.0,9.333333333333334,0.0,0.0,1,1.0,47.0,3.0,0,1
12833,54,1,30.450000000000003,15.225000000000001,7,2,0,2,7.0,3.5,0.0,0.0,1,1.0,30.450000000000003,2.0,1,1
12836,128,1,27.35,13.675,5,2,0,2,5.0,2.5,0.0,0.0,1,1.0,27.35,2.0,0,1
12837,82,1,3.9,3.9,2,1,0,1,2.0,2.0,0.0,0.0,1,1.0,3.9,1.0,1,1
12838,283,1,13.0,3.25,10,4,0,4,10.0,2.5,0.0,0.0,1,1.0,13.0,4.0,0,1
12842,218,1,65.0,65.0,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,65.0,1.0,0,1
12849,178,1,45.599999999999994,22.799999999999997,48,2,0,2,48.0,24.0,0.0,0.0,1,1.0,45.599999999999994,2.0,1,1
12851,6,1,1.77,0.885,2,2,0,2,2.0,1.0,0.0,0.0,1,1.0,1.77,2.0,1,1
12852,204,1,52.199999999999996,26.099999999999998,36,2,0,2,36.0,18.0,0.0,0.0,1,1.0,52.199999999999996,2.0,1,1
12854,150,1,6.199999999999999,3.0999999999999996,8,2,0,2,8.0,4.0,0.0,0.0,1,1.0,6.199999999999999,2.0,0,1
12857,120,1,35.7,35.7,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,35.7,1.0,1,1
12865,33,1,65.69999999999999,16.424999999999997,42,4,0,4,42.0,10.5,0.0,0.0,1,1.0,65.69999999999999,4.0,0,1
12866,192,1,49.75,49.75,5,1,0,1,5.0,5.0,0.0,0.0,1,1.0,49.75,1.0,1,1
12871,116,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,1,1
12872,274,1,7.05,3.525,5,2,0,2,5.0,2.5,0.0,0.0,1,1.0,7.05,2.0,1,1
12876,105,1,50.400000000000006,16.8,36,3,0,3,36.0,12.0,0.0,0.0,1,1.0,50.400000000000006,3.0,0,1
12878,145,1,63.8,15.95,30,4,0,4,30.0,7.5,0.0,0.0,1,1.0,63.8,4.0,1,1
12881,185,1,19.8,19.8,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,19.8,1.0,1,1
12885,33,1,17.700000000000003,17.700000000000003,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,17.700000000000003,1.0,0,1
12886,129,1,96.23,13.747142857142858,65,7,0,7,65.0,9.285714285714286,0.0,0.0,1,1.0,96.23,7.0,0,1
12902,174,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,1,1
12909,162,1,232.08,58.02,53,4,0,4,53.0,13.25,0.0,0.0,1,1.0,232.08,4.0,0,1
12910,107,1,81.36,81.36,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,81.36,1.0,0,1
12913,192,1,76.32000000000001,76.32000000000001,72,1,0,1,72.0,72.0,0.0,0.0,1,1.0,76.32000000000001,1.0,0,1
12917,37,1,297.0,297.0,60,1,0,1,60.0,60.0,0.0,0.0,1,1.0,297.0,1.0,1,1
12922,70,1,50.400000000000006,25.200000000000003,24,2,0,2,24.0,12.0,0.0,0.0,1,1.0,50.400000000000006,2.0,1,1
12924,107,1,13.0,13.0,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,13.0,1.0,0,1
12928,151,1,30.0,30.0,24,1,0,1,24.0,24.0,0.0,0.0,1,1.0,30.0,1.0,0,1
12929,221,1,47.75,15.916666666666666,5,3,0,3,5.0,1.6666666666666667,0.0,0.0,1,1.0,47.75,3.0,1,1
12937,106,1,16.5,16.5,10,1,0,1,10.0,10.0,0.0,0.0,1,1.0,16.5,1.0,0,1
12944,264,1,30.6,15.3,28,2,0,2,28.0,14.0,0.0,0.0,1,1.0,30.6,2.0,1,1
12945,197,1,17.700000000000003,17.700000000000003,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,17.700000000000003,1.0,1,1
12957,165,2,56.25,14.0625,31,4,83,4,15.5,7.75,27.666666666666668,47.92007234273893,2,0.7228915662650602,20.33132530120482,2.0,0,1
12967,281,1,238.80000000000004,79.60000000000001,80,3,0,3,80.0,26.666666666666668,0.0,0.0,1,1.0,238.80000000000004,3.0,1,1
12974,107,1,15.9,15.9,2,1,0,1,2.0,2.0,0.0,0.0,1,1.0,15.9,1.0,1,1
12977,65,1,0.65,0.65,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0.65,1.0,1,1
12987,107,1,60.400000000000006,30.200000000000003,16,2,0,2,16.0,8.0,0.0,0.0,1,1.0,60.400000000000006,2.0,1,1
12988,201,1,54.599999999999994,9.1,8,6,0,6,8.0,1.3333333333333333,0.0,0.0,1,1.0,54.599999999999994,6.0,1,1
12991,21,1,22.740000000000002,11.370000000000001,18,2,0,2,18.0,9.0,0.0,0.0,1,1.0,22.740000000000002,2.0,1,1
12994,29,2,27.5,13.75,14,2,148,2,7.0,7.0,148.0,0.0,2,0.4054054054054054,5.574324324324324,1.0,0,1
12997,145,1,49.92,24.96,48,2,0,2,48.0,24.0,0.0,0.0,1,1.0,49.92,2.0,0,1
13002,227,1,9.95,9.95,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,9.95,1.0,1,1
13003,124,1,15.0,15.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,15.0,1.0,1,1
13005,155,1,30.15,15.075,9,2,0,2,9.0,4.5,0.0,0.0,1,1.0,30.15,2.0,1,1
13008,232,1,15.0,15.0,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,15.0,1.0,1,1
13012,129,2,75.60000000000001,25.200000000000003,36,3,75,3,18.0,12.0,37.5,53.033008588991066,2,0.8,30.240000000000002,1.5,0,1
13021,125,1,15.0,15.0,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,15.0,1.0,0,1
13023,39,1,31.85,15.925,7,2,0,2,7.0,3.5,0.0,0.0,1,1.0,31.85,2.0,0,1
13026,2,1,61.080000000000005,30.540000000000003,132,2,0,2,132.0,66.0,0.0,0.0,1,1.0,61.080000000000005,2.0,0,1
13027,177,1,192.0,192.0,480,1,0,1,480.0,480.0,0.0,0.0,1,1.0,192.0,1.0,1,1
13029,262,1,382.5,382.5,30,1,0,1,30.0,30.0,0.0,0.0,1,1.0,382.5,1.0,1,1
13030,277,1,36.55,6.091666666666666,13,6,0,6,13.0,2.1666666666666665,0.0,0.0,1,1.0,36.55,6.0,0,1
13034,278,1,11.7,11.7,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,11.7,1.0,0,1
13035,170,1,19.799999999999997,19.799999999999997,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,19.799999999999997,1.0,1,1
13037,47,2,35.45,17.725,7,2,81,2,3.5,3.5,81.0,0.0,2,0.7407407407407407,13.12962962962963,1.0,1,1
13038,93,1,26.560000000000002,13.280000000000001,16,2,0,2,16.0,8.0,0.0,0.0,1,1.0,26.560000000000002,2.0,0,1
13043,182,1,34.56,34.56,48,1,0,1,48.0,48.0,0.0,0.0,1,1.0,34.56,1.0,1,1
13044,200,1,15.0,15.0,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,15.0,1.0,1,1
13045,8,1,12.600000000000001,12.600000000000001,6,1,0,1,6.0,6.0,0.0,0.0,1,1.0,12.600000000000001,1.0,1,1
13052,121,1,32.980000000000004,10.993333333333334,33,3,0,3,33.0,11.0,0.0,0.0,1,1.0,32.980000000000004,3.0,1,1
13055,123,1,19.9,19.9,2,1,0,1,2.0,2.0,0.0,0.0,1,1.0,19.9,1.0,0,1
13062,100,1,60.48,60.48,288,1,0,1,288.0,288.0,0.0,0.0,1,1.0,60.48,1.0,1,1
13064,62,1,11.8,11.8,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,11.8,1.0,0,1
13065,282,1,36.15,18.075,13,2,0,2,13.0,6.5,0.0,0.0,1,1.0,36.15,2.0,1,1
13075,39,1,29.880000000000003,29.880000000000003,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,29.880000000000003,1.0,1,1
13077,199,2,38.1,19.05,30,2,76,2,15.0,15.0,76.0,0.0,2,0.7894736842105263,15.039473684210527,1.0,0,1
13080,88,1,7.800000000000001,7.800000000000001,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,7.800000000000001,1.0,1,1
13092,269,1,39.8,39.8,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,39.8,1.0,1,1
13094,66,2,147.36,73.68,120,2,183,2,60.0,60.0,183.0,0.0,2,0.3278688524590164,24.157377049180333,1.0,1,1
13107,243,1,43.8,14.6,60,3,0,3,60.0,20.0,0.0,0.0,1,1.0,43.8,3.0,1,1
13109,66,1,33.1,16.55,14,2,0,2,14.0,7.0,0.0,0.0,1,1.0,33.1,2.0,0,1
13116,47,1,15.54,7.77,37,2,0,2,37.0,18.5,0.0,0.0,1,1.0,15.54,2.0,1,1
13121,178,1,20.1,6.7,6,3,0,3,6.0,2.0,0.0,0.0,1,1.0,20.1,3.0,1,1
13122,149,1,5.04,5.04,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,5.04,1.0,1,1
13134,93,2,21.650000000000002,10.825000000000001,11,2,56,2,5.5,5.5,56.0,0.0,2,1.0714285714285714,11.598214285714286,1.0,0,1
13136,52,2,33.9,16.95,22,2,69,2,11.0,11.0,69.0,0.0,2,0.8695652173913044,14.73913043478261,1.0,0,1
13138,281,1,9.0,9.0,12,1,0,1,12.0,12.0,0.0,0.0,1,1.0,9.0,1.0,0,1
13140,24,1,9.96,9.96,4,1,0,1,4.0,4.0,0.0,0.0,1,1.0,9.96,1.0,1,1
13149,58,2,51.9,17.3,30,3,139,3,15.0,10.0,69.5,98.2878425849301,2,0.4316546762589928,11.201438848920862,1.5,0,1
13151,205,1,101.1,14.442857142857141,28,7,0,7,28.0,4.0,0.0,0.0,1,1.0,101.1,7.0,1,1
13155,278,1,10.05,3.35,7,3,0,3,7.0,2.3333333333333335,0.0,0.0,1,1.0,10.05,3.0,0,1
13159,15,1,11.9,11.9,2,1,0,1,2.0,2.0,0.0,0.0,1,1.0,11.9,1.0,0,1
13166,192,1,22.800000000000004,11.400000000000002,12,2,0,2,12.0,6.0,0.0,0.0,1,1.0,22.800000000000004,2.0,1,1
